Title,Sentiment,URL
Lynn Adams,0.999,https://en.wikipedia.org/wiki/Lynn%20Adams
Carleen,0.999,https://en.wikipedia.org/wiki/Carleen
František Roubík,0.999,https://en.wikipedia.org/wiki/Franti%C5%A1ek%20Roub%C3%ADk
"Mansfield, East Ayrshire",0.999,https://en.wikipedia.org/wiki/Mansfield%2C%20East%20Ayrshire
Hlíðarendi,0.999,https://en.wikipedia.org/wiki/Hl%C3%AD%C3%B0arendi
Live on Broadway,0.999,https://en.wikipedia.org/wiki/Live%20on%20Broadway
Pinnacles Provincial Park,0.999,https://en.wikipedia.org/wiki/Pinnacles%20Provincial%20Park
The White Tower (Ullman novel),0.999,https://en.wikipedia.org/wiki/The%20White%20Tower%20%28Ullman%20novel%29
I Love Her,0.999,https://en.wikipedia.org/wiki/I%20Love%20Her
Palais Chotek,0.999,https://en.wikipedia.org/wiki/Palais%20Chotek
Lahti Stadium,0.999,https://en.wikipedia.org/wiki/Lahti%20Stadium
Over Seventy,0.999,https://en.wikipedia.org/wiki/Over%20Seventy
Meerkerk Rhododendron Gardens,0.999,https://en.wikipedia.org/wiki/Meerkerk%20Rhododendron%20Gardens
Eqrem Basha,0.999,https://en.wikipedia.org/wiki/Eqrem%20Basha
Jack Anderson (figure skater),0.999,https://en.wikipedia.org/wiki/Jack%20Anderson%20%28figure%20skater%29
Montague Harbour Marine Provincial Park,0.999,https://en.wikipedia.org/wiki/Montague%20Harbour%20Marine%20Provincial%20Park
Obed Nicholls,0.999,https://en.wikipedia.org/wiki/Obed%20Nicholls
Rebecca Lee (explorer),0.999,https://en.wikipedia.org/wiki/Rebecca%20Lee%20%28explorer%29
Prashant Vaidya,0.999,https://en.wikipedia.org/wiki/Prashant%20Vaidya
William Edwards (inventor),0.999,https://en.wikipedia.org/wiki/William%20Edwards%20%28inventor%29
Heraldry Society,0.999,https://en.wikipedia.org/wiki/Heraldry%20Society
André Thomkins,0.999,https://en.wikipedia.org/wiki/Andr%C3%A9%20Thomkins
RiverRun International Film Festival,0.999,https://en.wikipedia.org/wiki/RiverRun%20International%20Film%20Festival
Pol Bury,0.999,https://en.wikipedia.org/wiki/Pol%20Bury
Northern Stage,0.999,https://en.wikipedia.org/wiki/Northern%20Stage
Gyeongho River,0.999,https://en.wikipedia.org/wiki/Gyeongho%20River
Flinsberg,0.999,https://en.wikipedia.org/wiki/Flinsberg
Stardust Award for Superstar of Tomorrow – Female,0.999,https://en.wikipedia.org/wiki/Stardust%20Award%20for%20Superstar%20of%20Tomorrow%20%E2%80%93%20Female
Dean Crawford,0.999,https://en.wikipedia.org/wiki/Dean%20Crawford
Treorchy Male Choir,0.999,https://en.wikipedia.org/wiki/Treorchy%20Male%20Choir
Make It on Time,0.999,https://en.wikipedia.org/wiki/Make%20It%20on%20Time
Neil Young: Silver and Gold,0.999,https://en.wikipedia.org/wiki/Neil%20Young%3A%20Silver%20and%20Gold
Doamna Neaga,0.999,https://en.wikipedia.org/wiki/Doamna%20Neaga
Lake Rhoda,0.999,https://en.wikipedia.org/wiki/Lake%20Rhoda
Steven Doyle,0.999,https://en.wikipedia.org/wiki/Steven%20Doyle
Sri Lanka at the 2006 Commonwealth Games,0.998,https://en.wikipedia.org/wiki/Sri%20Lanka%20at%20the%202006%20Commonwealth%20Games
Gisele Miró,0.998,https://en.wikipedia.org/wiki/Gisele%20Mir%C3%B3
Olivier Mourgue,0.998,https://en.wikipedia.org/wiki/Olivier%20Mourgue
Baruch Harold Wood,0.998,https://en.wikipedia.org/wiki/Baruch%20Harold%20Wood
Zee Cine Award for Best Music Director,0.998,https://en.wikipedia.org/wiki/Zee%20Cine%20Award%20for%20Best%20Music%20Director
Lakshmi Narayanan,0.998,https://en.wikipedia.org/wiki/Lakshmi%20Narayanan
San Diego Museum of Art,0.998,https://en.wikipedia.org/wiki/San%20Diego%20Museum%20of%20Art
C. C. Wilcock,0.998,https://en.wikipedia.org/wiki/C.%20C.%20Wilcock
Kerry Minnear,0.998,https://en.wikipedia.org/wiki/Kerry%20Minnear
Victory Garden,0.998,https://en.wikipedia.org/wiki/Victory%20Garden
Army Day (India),0.998,https://en.wikipedia.org/wiki/Army%20Day%20%28India%29
Shallon,0.998,https://en.wikipedia.org/wiki/Shallon
The Underground Railroad (book),0.998,https://en.wikipedia.org/wiki/The%20Underground%20Railroad%20%28book%29
Martín Fiz,0.998,https://en.wikipedia.org/wiki/Mart%C3%ADn%20Fiz
1981 Summer Universiade,0.998,https://en.wikipedia.org/wiki/1981%20Summer%20Universiade
Balle Mallarada Puje,0.998,https://en.wikipedia.org/wiki/Balle%20Mallarada%20Puje
Doors Open Days,0.998,https://en.wikipedia.org/wiki/Doors%20Open%20Days
Caater,0.998,https://en.wikipedia.org/wiki/Caater
Dana Weigel,0.998,https://en.wikipedia.org/wiki/Dana%20Weigel
Ricardo Renzo Brentani,0.998,https://en.wikipedia.org/wiki/Ricardo%20Renzo%20Brentani
The People of Angkor,0.998,https://en.wikipedia.org/wiki/The%20People%20of%20Angkor
Power (play),0.998,https://en.wikipedia.org/wiki/Power%20%28play%29
Patrice Kuchna,0.998,https://en.wikipedia.org/wiki/Patrice%20Kuchna
Šampanjac,0.998,https://en.wikipedia.org/wiki/%C5%A0ampanjac
Vancouver Film Critics Circle Award for Best Actor,0.998,https://en.wikipedia.org/wiki/Vancouver%20Film%20Critics%20Circle%20Award%20for%20Best%20Actor
Lina Kačiušytė,0.998,https://en.wikipedia.org/wiki/Lina%20Ka%C4%8Diu%C5%A1yt%C4%97
Celtic Instrumentals,0.998,https://en.wikipedia.org/wiki/Celtic%20Instrumentals
Bones Park,0.998,https://en.wikipedia.org/wiki/Bones%20Park
Gotham Independent Film Awards 2005,0.998,https://en.wikipedia.org/wiki/Gotham%20Independent%20Film%20Awards%202005
Dornava,0.998,https://en.wikipedia.org/wiki/Dornava
Oscar Fredrik Church,0.998,https://en.wikipedia.org/wiki/Oscar%20Fredrik%20Church
Momich Lakes Provincial Park,0.998,https://en.wikipedia.org/wiki/Momich%20Lakes%20Provincial%20Park
Pyotr Bochkaryov,0.998,https://en.wikipedia.org/wiki/Pyotr%20Bochkaryov
Pure (2002 film),0.998,https://en.wikipedia.org/wiki/Pure%20%282002%20film%29
"Salem, Virginia Beach, Virginia",0.998,https://en.wikipedia.org/wiki/Salem%2C%20Virginia%20Beach%2C%20Virginia
Weiz,0.998,https://en.wikipedia.org/wiki/Weiz
Olga Kardopoltseva,0.998,https://en.wikipedia.org/wiki/Olga%20Kardopoltseva
Juno Award for Country Album of the Year,0.998,https://en.wikipedia.org/wiki/Juno%20Award%20for%20Country%20Album%20of%20the%20Year
Frozen Head,0.998,https://en.wikipedia.org/wiki/Frozen%20Head
"Northport Point, Michigan",0.998,https://en.wikipedia.org/wiki/Northport%20Point%2C%20Michigan
"Udaipur, Tripura",0.998,https://en.wikipedia.org/wiki/Udaipur%2C%20Tripura
Golam Faruq (cricketer),0.998,https://en.wikipedia.org/wiki/Golam%20Faruq%20%28cricketer%29
Noriko Ogawa (pianist),0.998,https://en.wikipedia.org/wiki/Noriko%20Ogawa%20%28pianist%29
Sadie Coles,0.998,https://en.wikipedia.org/wiki/Sadie%20Coles
"Turners Hill, West Midlands",0.998,https://en.wikipedia.org/wiki/Turners%20Hill%2C%20West%20Midlands
Bling Kong,0.998,https://en.wikipedia.org/wiki/Bling%20Kong
Zelda (film),0.998,https://en.wikipedia.org/wiki/Zelda%20%28film%29
Ilya Markov,0.998,https://en.wikipedia.org/wiki/Ilya%20Markov
String Quartet No. 4 (Shostakovich),0.998,https://en.wikipedia.org/wiki/String%20Quartet%20No.%204%20%28Shostakovich%29
Hungarian Shaolin Temple,0.998,https://en.wikipedia.org/wiki/Hungarian%20Shaolin%20Temple
John McMurtrie,0.998,https://en.wikipedia.org/wiki/John%20McMurtrie
Irene Whittome,0.998,https://en.wikipedia.org/wiki/Irene%20Whittome
High Spine,0.998,https://en.wikipedia.org/wiki/High%20Spine
William Teron,0.998,https://en.wikipedia.org/wiki/William%20Teron
The Bar (painting),0.998,https://en.wikipedia.org/wiki/The%20Bar%20%28painting%29
Tianjin Arena,0.998,https://en.wikipedia.org/wiki/Tianjin%20Arena
Savivaldybė Stadium,0.998,https://en.wikipedia.org/wiki/Savivaldyb%C4%97%20Stadium
National Teaching Fellowship,0.998,https://en.wikipedia.org/wiki/National%20Teaching%20Fellowship
Papua New Guinea at the 2006 Commonwealth Games,0.998,https://en.wikipedia.org/wiki/Papua%20New%20Guinea%20at%20the%202006%20Commonwealth%20Games
Bulgarian Professional Football League,0.998,https://en.wikipedia.org/wiki/Bulgarian%20Professional%20Football%20League
James Blond,0.998,https://en.wikipedia.org/wiki/James%20Blond
Spartak Stadium (Nalchik),0.998,https://en.wikipedia.org/wiki/Spartak%20Stadium%20%28Nalchik%29
Pedro and Me,0.998,https://en.wikipedia.org/wiki/Pedro%20and%20Me
Liesel Litzenburger,0.998,https://en.wikipedia.org/wiki/Liesel%20Litzenburger
Andrei Bukin,0.998,https://en.wikipedia.org/wiki/Andrei%20Bukin
Yvonne Sherman,0.998,https://en.wikipedia.org/wiki/Yvonne%20Sherman
Robert S. Ross,0.998,https://en.wikipedia.org/wiki/Robert%20S.%20Ross
Mary from Dungloe (song),0.998,https://en.wikipedia.org/wiki/Mary%20from%20Dungloe%20%28song%29
Ed Reavy,0.998,https://en.wikipedia.org/wiki/Ed%20Reavy
The Sign of the Beaver,0.998,https://en.wikipedia.org/wiki/The%20Sign%20of%20the%20Beaver
Roman Rasskazov,0.998,https://en.wikipedia.org/wiki/Roman%20Rasskazov
Alanna Kraus,0.998,https://en.wikipedia.org/wiki/Alanna%20Kraus
Pampatar,0.998,https://en.wikipedia.org/wiki/Pampatar
In Command (album),0.998,https://en.wikipedia.org/wiki/In%20Command%20%28album%29
Bangladesh at the 2006 Commonwealth Games,0.998,https://en.wikipedia.org/wiki/Bangladesh%20at%20the%202006%20Commonwealth%20Games
Arasavalli,0.997,https://en.wikipedia.org/wiki/Arasavalli
Ronak Pandit,0.997,https://en.wikipedia.org/wiki/Ronak%20Pandit
Fahim Muntasir,0.997,https://en.wikipedia.org/wiki/Fahim%20Muntasir
Fritz Szepan,0.997,https://en.wikipedia.org/wiki/Fritz%20Szepan
Schagerbrug,0.997,https://en.wikipedia.org/wiki/Schagerbrug
Roberto Hernández (sprinter),0.997,https://en.wikipedia.org/wiki/Roberto%20Hern%C3%A1ndez%20%28sprinter%29
Pedro Meyer,0.997,https://en.wikipedia.org/wiki/Pedro%20Meyer
Mary Gibson Henry,0.997,https://en.wikipedia.org/wiki/Mary%20Gibson%20Henry
Samson Ramadhani,0.997,https://en.wikipedia.org/wiki/Samson%20Ramadhani
Ronald Jansen,0.997,https://en.wikipedia.org/wiki/Ronald%20Jansen
Lloyd D. Newell,0.997,https://en.wikipedia.org/wiki/Lloyd%20D.%20Newell
Choral Arts Society of Philadelphia,0.997,https://en.wikipedia.org/wiki/Choral%20Arts%20Society%20of%20Philadelphia
Natalia Dorado,0.997,https://en.wikipedia.org/wiki/Natalia%20Dorado
Daniel García (racewalker),0.997,https://en.wikipedia.org/wiki/Daniel%20Garc%C3%ADa%20%28racewalker%29
Bhupinder Singh (Indian cricketer),0.997,https://en.wikipedia.org/wiki/Bhupinder%20Singh%20%28Indian%20cricketer%29
William R. Timken,0.997,https://en.wikipedia.org/wiki/William%20R.%20Timken
Veg kolhapuri,0.997,https://en.wikipedia.org/wiki/Veg%20kolhapuri
Lucille Opitz,0.997,https://en.wikipedia.org/wiki/Lucille%20Opitz
La Volée d'Castors,0.997,https://en.wikipedia.org/wiki/La%20Vol%C3%A9e%20d%27Castors
Nereo Rocco,0.997,https://en.wikipedia.org/wiki/Nereo%20Rocco
Ken-Ichi Inada,0.997,https://en.wikipedia.org/wiki/Ken-Ichi%20Inada
Wahpper,0.997,https://en.wikipedia.org/wiki/Wahpper
Ernest Candèze,0.997,https://en.wikipedia.org/wiki/Ernest%20Cand%C3%A8ze
Guy Beaulne,0.997,https://en.wikipedia.org/wiki/Guy%20Beaulne
Salvatore Amitrano,0.997,https://en.wikipedia.org/wiki/Salvatore%20Amitrano
Claudia Florenti,0.997,https://en.wikipedia.org/wiki/Claudia%20Florenti
Yiannis Pathiakakis Stadium,0.997,https://en.wikipedia.org/wiki/Yiannis%20Pathiakakis%20Stadium
Chandrima Uddan,0.997,https://en.wikipedia.org/wiki/Chandrima%20Uddan
Martín Bermúdez,0.997,https://en.wikipedia.org/wiki/Mart%C3%ADn%20Berm%C3%BAdez
Jaleh Amouzgar,0.997,https://en.wikipedia.org/wiki/Jaleh%20Amouzgar
26th Genie Awards,0.997,https://en.wikipedia.org/wiki/26th%20Genie%20Awards
Kimberley Walsh (canoeist),0.997,https://en.wikipedia.org/wiki/Kimberley%20Walsh%20%28canoeist%29
Marakkarkandy,0.997,https://en.wikipedia.org/wiki/Marakkarkandy
Odes et Ballades,0.997,https://en.wikipedia.org/wiki/Odes%20et%20Ballades
Renato Janine Ribeiro,0.997,https://en.wikipedia.org/wiki/Renato%20Janine%20Ribeiro
Woody Brown (actor),0.997,https://en.wikipedia.org/wiki/Woody%20Brown%20%28actor%29
J. P. Kepka,0.997,https://en.wikipedia.org/wiki/J.%20P.%20Kepka
Conference of Governors,0.997,https://en.wikipedia.org/wiki/Conference%20of%20Governors
The Shining Ones,0.997,https://en.wikipedia.org/wiki/The%20Shining%20Ones
Ryan Hurley,0.997,https://en.wikipedia.org/wiki/Ryan%20Hurley
Neha Kapur,0.997,https://en.wikipedia.org/wiki/Neha%20Kapur
I Believe in You,0.997,https://en.wikipedia.org/wiki/I%20Believe%20in%20You
Matthew Mead (poet),0.997,https://en.wikipedia.org/wiki/Matthew%20Mead%20%28poet%29
Nancy Delahunt,0.997,https://en.wikipedia.org/wiki/Nancy%20Delahunt
Lachlan Dreher,0.997,https://en.wikipedia.org/wiki/Lachlan%20Dreher
"Yenipazar, Aydın",0.997,https://en.wikipedia.org/wiki/Yenipazar%2C%20Ayd%C4%B1n
Humanistic economics,0.997,https://en.wikipedia.org/wiki/Humanistic%20economics
Christa Johnson,0.997,https://en.wikipedia.org/wiki/Christa%20Johnson
Chetan Anand,0.997,https://en.wikipedia.org/wiki/Chetan%20Anand
Bromley Rock Provincial Park,0.997,https://en.wikipedia.org/wiki/Bromley%20Rock%20Provincial%20Park
Neshka Robeva,0.997,https://en.wikipedia.org/wiki/Neshka%20Robeva
Graeme Jennings (violinist),0.997,https://en.wikipedia.org/wiki/Graeme%20Jennings%20%28violinist%29
The Dhol Foundation,0.997,https://en.wikipedia.org/wiki/The%20Dhol%20Foundation
Juno Award for Traditional Jazz Album of the Year,0.997,https://en.wikipedia.org/wiki/Juno%20Award%20for%20Traditional%20Jazz%20Album%20of%20the%20Year
Alberte Pullman,0.997,https://en.wikipedia.org/wiki/Alberte%20Pullman
Hjørundfjorden,0.997,https://en.wikipedia.org/wiki/Hj%C3%B8rundfjorden
Gregory Corbitt,0.997,https://en.wikipedia.org/wiki/Gregory%20Corbitt
Ken Gregory,0.996,https://en.wikipedia.org/wiki/Ken%20Gregory
Choi Eun-kyung,0.996,https://en.wikipedia.org/wiki/Choi%20Eun-kyung
Eloína Echevarría,0.996,https://en.wikipedia.org/wiki/Elo%C3%ADna%20Echevarr%C3%ADa
Marilita Lambropoulou,0.996,https://en.wikipedia.org/wiki/Marilita%20Lambropoulou
Jan Lam,0.996,https://en.wikipedia.org/wiki/Jan%20Lam
Whiskers Point Provincial Park,0.996,https://en.wikipedia.org/wiki/Whiskers%20Point%20Provincial%20Park
Alexander Dityatin,0.996,https://en.wikipedia.org/wiki/Alexander%20Dityatin
1993 Summer Universiade,0.996,https://en.wikipedia.org/wiki/1993%20Summer%20Universiade
77: The Year of Punk and New Wave,0.996,https://en.wikipedia.org/wiki/77%3A%20The%20Year%20of%20Punk%20and%20New%20Wave
Banda Ionica,0.996,https://en.wikipedia.org/wiki/Banda%20Ionica
Ben Jones (British actor),0.996,https://en.wikipedia.org/wiki/Ben%20Jones%20%28British%20actor%29
Nehru Cup (cricket),0.996,https://en.wikipedia.org/wiki/Nehru%20Cup%20%28cricket%29
Gordon S. Haight,0.996,https://en.wikipedia.org/wiki/Gordon%20S.%20Haight
Music of Calabria,0.996,https://en.wikipedia.org/wiki/Music%20of%20Calabria
Christy O'Connor,0.996,https://en.wikipedia.org/wiki/Christy%20O%27Connor
A History of the American People,0.996,https://en.wikipedia.org/wiki/A%20History%20of%20the%20American%20People
Nicholas Shackleton,0.996,https://en.wikipedia.org/wiki/Nicholas%20Shackleton
Swarnandhra Pradesh Sports Complex,0.996,https://en.wikipedia.org/wiki/Swarnandhra%20Pradesh%20Sports%20Complex
Zee Cine Award for Best Performance in a Negative Role,0.996,https://en.wikipedia.org/wiki/Zee%20Cine%20Award%20for%20Best%20Performance%20in%20a%20Negative%20Role
Li Chengjiang,0.996,https://en.wikipedia.org/wiki/Li%20Chengjiang
Sonia Lee,0.996,https://en.wikipedia.org/wiki/Sonia%20Lee
Zoetrope (disambiguation),0.996,https://en.wikipedia.org/wiki/Zoetrope%20%28disambiguation%29
Infusion (band),0.996,https://en.wikipedia.org/wiki/Infusion%20%28band%29
Sexor,0.996,https://en.wikipedia.org/wiki/Sexor
Windermere Lake Provincial Park,0.996,https://en.wikipedia.org/wiki/Windermere%20Lake%20Provincial%20Park
John Myhre,0.996,https://en.wikipedia.org/wiki/John%20Myhre
Su Hart,0.996,https://en.wikipedia.org/wiki/Su%20Hart
Shri Amrit Nath Ashram,0.996,https://en.wikipedia.org/wiki/Shri%20Amrit%20Nath%20Ashram
Peter Breiner,0.996,https://en.wikipedia.org/wiki/Peter%20Breiner
Kelly Robbins,0.996,https://en.wikipedia.org/wiki/Kelly%20Robbins
Romanian Footballer of the Year (Gazeta Sporturilor),0.996,https://en.wikipedia.org/wiki/Romanian%20Footballer%20of%20the%20Year%20%28Gazeta%20Sporturilor%29
Shao Weigang,0.996,https://en.wikipedia.org/wiki/Shao%20Weigang
World Cinema: Diary of a Day,0.996,https://en.wikipedia.org/wiki/World%20Cinema%3A%20Diary%20of%20a%20Day
Whylah Falls,0.996,https://en.wikipedia.org/wiki/Whylah%20Falls
Charles A. Hepburn,0.996,https://en.wikipedia.org/wiki/Charles%20A.%20Hepburn
Quah Chow Cheung,0.996,https://en.wikipedia.org/wiki/Quah%20Chow%20Cheung
Susana Feitor,0.996,https://en.wikipedia.org/wiki/Susana%20Feitor
Masao Kawai,0.996,https://en.wikipedia.org/wiki/Masao%20Kawai
The Hennessys,0.996,https://en.wikipedia.org/wiki/The%20Hennessys
Embrace (novel),0.996,https://en.wikipedia.org/wiki/Embrace%20%28novel%29
Royal Academic Orchestra,0.996,https://en.wikipedia.org/wiki/Royal%20Academic%20Orchestra
Gary Bleasdale,0.996,https://en.wikipedia.org/wiki/Gary%20Bleasdale
Fredrik Stang,0.996,https://en.wikipedia.org/wiki/Fredrik%20Stang
Cedar Dunes Provincial Park,0.996,https://en.wikipedia.org/wiki/Cedar%20Dunes%20Provincial%20Park
Odisho Oraham,0.996,https://en.wikipedia.org/wiki/Odisho%20Oraham
Ippolito Sanfratello,0.996,https://en.wikipedia.org/wiki/Ippolito%20Sanfratello
51st British Academy Film Awards,0.996,https://en.wikipedia.org/wiki/51st%20British%20Academy%20Film%20Awards
Chemical City,0.996,https://en.wikipedia.org/wiki/Chemical%20City
Ken Henry (speed skater),0.996,https://en.wikipedia.org/wiki/Ken%20Henry%20%28speed%20skater%29
Leopoldo Costoli,0.996,https://en.wikipedia.org/wiki/Leopoldo%20Costoli
Congress Street Bridge,0.996,https://en.wikipedia.org/wiki/Congress%20Street%20Bridge
South Eleuthera,0.996,https://en.wikipedia.org/wiki/South%20Eleuthera
Sindon (horse),0.996,https://en.wikipedia.org/wiki/Sindon%20%28horse%29
That's So Raven Too!,0.996,https://en.wikipedia.org/wiki/That%27s%20So%20Raven%20Too%21
Joe Cornish (photographer),0.996,https://en.wikipedia.org/wiki/Joe%20Cornish%20%28photographer%29
"Aloja, Latvia",0.996,https://en.wikipedia.org/wiki/Aloja%2C%20Latvia
Kuala Krai Bridge,0.996,https://en.wikipedia.org/wiki/Kuala%20Krai%20Bridge
Wilfred Bungei,0.996,https://en.wikipedia.org/wiki/Wilfred%20Bungei
Kenmore House,0.995,https://en.wikipedia.org/wiki/Kenmore%20House
1983 French Open – Men's singles,0.995,https://en.wikipedia.org/wiki/1983%20French%20Open%20%E2%80%93%20Men%27s%20singles
Disney's Beauty and the Beast: A Board Game Adventure,0.995,https://en.wikipedia.org/wiki/Disney%27s%20Beauty%20and%20the%20Beast%3A%20A%20Board%20Game%20Adventure
In the Heat of the Night,0.995,https://en.wikipedia.org/wiki/In%20the%20Heat%20of%20the%20Night
"Catello Amarante (rower, born 1979)",0.995,https://en.wikipedia.org/wiki/Catello%20Amarante%20%28rower%2C%20born%201979%29
Electoral district of Liverpool,0.995,https://en.wikipedia.org/wiki/Electoral%20district%20of%20Liverpool
Boniface Toroitich Kiprop,0.995,https://en.wikipedia.org/wiki/Boniface%20Toroitich%20Kiprop
Catholic Church in Grenada,0.995,https://en.wikipedia.org/wiki/Catholic%20Church%20in%20Grenada
Bernardino Herrera,0.995,https://en.wikipedia.org/wiki/Bernardino%20Herrera
Sabine Völker,0.995,https://en.wikipedia.org/wiki/Sabine%20V%C3%B6lker
California Molefe,0.995,https://en.wikipedia.org/wiki/California%20Molefe
Carlo Jachino,0.995,https://en.wikipedia.org/wiki/Carlo%20Jachino
Carlin How,0.995,https://en.wikipedia.org/wiki/Carlin%20How
Architectural Association of Kenya,0.995,https://en.wikipedia.org/wiki/Architectural%20Association%20of%20Kenya
1987 World Artistic Gymnastics Championships,0.995,https://en.wikipedia.org/wiki/1987%20World%20Artistic%20Gymnastics%20Championships
Saul Ostrow,0.995,https://en.wikipedia.org/wiki/Saul%20Ostrow
Nina Statkevich,0.995,https://en.wikipedia.org/wiki/Nina%20Statkevich
Johann Georg Reiffenstuel,0.995,https://en.wikipedia.org/wiki/Johann%20Georg%20Reiffenstuel
Curtis Arboretum,0.995,https://en.wikipedia.org/wiki/Curtis%20Arboretum
David Leo,0.995,https://en.wikipedia.org/wiki/David%20Leo
Maurice Journeau,0.995,https://en.wikipedia.org/wiki/Maurice%20Journeau
Ella and Louis,0.995,https://en.wikipedia.org/wiki/Ella%20and%20Louis
Dave Hyde,0.995,https://en.wikipedia.org/wiki/Dave%20Hyde
Salamander: A Miscellany of Poetry,0.995,https://en.wikipedia.org/wiki/Salamander%3A%20A%20Miscellany%20of%20Poetry
List of Billboard Hot 100 number-ones by Australian artists,0.995,https://en.wikipedia.org/wiki/List%20of%20Billboard%20Hot%20100%20number-ones%20by%20Australian%20artists
Dadie Rylands,0.995,https://en.wikipedia.org/wiki/Dadie%20Rylands
Newfoundland and Labrador Medical Association,0.995,https://en.wikipedia.org/wiki/Newfoundland%20and%20Labrador%20Medical%20Association
Putrajaya Landmark,0.995,https://en.wikipedia.org/wiki/Putrajaya%20Landmark
Julie Deiters,0.995,https://en.wikipedia.org/wiki/Julie%20Deiters
Williams and Ree,0.995,https://en.wikipedia.org/wiki/Williams%20and%20Ree
The Sweetest Sounds (Ilse Huizinga album),0.995,https://en.wikipedia.org/wiki/The%20Sweetest%20Sounds%20%28Ilse%20Huizinga%20album%29
Petkeljärvi National Park,0.995,https://en.wikipedia.org/wiki/Petkelj%C3%A4rvi%20National%20Park
Eva Verona,0.995,https://en.wikipedia.org/wiki/Eva%20Verona
2000 British Academy Television Awards,0.995,https://en.wikipedia.org/wiki/2000%20British%20Academy%20Television%20Awards
El Abayarde,0.995,https://en.wikipedia.org/wiki/El%20Abayarde
58th Directors Guild of America Awards,0.995,https://en.wikipedia.org/wiki/58th%20Directors%20Guild%20of%20America%20Awards
Michael James Gaffey,0.995,https://en.wikipedia.org/wiki/Michael%20James%20Gaffey
Raven Run Stakes,0.995,https://en.wikipedia.org/wiki/Raven%20Run%20Stakes
La Barillette,0.995,https://en.wikipedia.org/wiki/La%20Barillette
"Anda, Norway",0.995,https://en.wikipedia.org/wiki/Anda%2C%20Norway
Gregory Nava,0.995,https://en.wikipedia.org/wiki/Gregory%20Nava
Bent Christensen,0.995,https://en.wikipedia.org/wiki/Bent%20Christensen
"Victoria, Guyana",0.995,https://en.wikipedia.org/wiki/Victoria%2C%20Guyana
"Martin Luther King Bridge (Port Arthur, Texas)",0.995,https://en.wikipedia.org/wiki/Martin%20Luther%20King%20Bridge%20%28Port%20Arthur%2C%20Texas%29
Montpezat-de-Quercy,0.995,https://en.wikipedia.org/wiki/Montpezat-de-Quercy
El-Sayed Nosseir,0.995,https://en.wikipedia.org/wiki/El-Sayed%20Nosseir
List of Secretary-General of the United Nations memoirs,0.995,https://en.wikipedia.org/wiki/List%20of%20Secretary-General%20of%20the%20United%20Nations%20memoirs
The Southern Cross (Argentina),0.994,https://en.wikipedia.org/wiki/The%20Southern%20Cross%20%28Argentina%29
Kunihisa Honda,0.994,https://en.wikipedia.org/wiki/Kunihisa%20Honda
Putrajaya Lake,0.994,https://en.wikipedia.org/wiki/Putrajaya%20Lake
Marc-André Moreau,0.994,https://en.wikipedia.org/wiki/Marc-Andr%C3%A9%20Moreau
Beautiful Ohio,0.994,https://en.wikipedia.org/wiki/Beautiful%20Ohio
Timo Weß,0.994,https://en.wikipedia.org/wiki/Timo%20We%C3%9F
Michael Hurd,0.994,https://en.wikipedia.org/wiki/Michael%20Hurd
