Title,Sentiment,URL
Méba-Mickaël Zeze,0.9986,https://en.wikipedia.org/wiki/M%C3%A9ba-Micka%C3%ABl%20Zeze
Garden of Pleasance,0.9986,https://en.wikipedia.org/wiki/Garden%20of%20Pleasance
Detchana Puthumai,0.9985,https://en.wikipedia.org/wiki/Detchana%20Puthumai
Kinmonth,0.9985,https://en.wikipedia.org/wiki/Kinmonth
Jakob Benjamin Fischer,0.9985,https://en.wikipedia.org/wiki/Jakob%20Benjamin%20Fischer
Mexico at the Olympics,0.9985,https://en.wikipedia.org/wiki/Mexico%20at%20the%20Olympics
Laura Gonzenbach,0.9985,https://en.wikipedia.org/wiki/Laura%20Gonzenbach
Pierre Campmas,0.9985,https://en.wikipedia.org/wiki/Pierre%20Campmas
Winifred Silverthorne,0.9985,https://en.wikipedia.org/wiki/Winifred%20Silverthorne
NFL Top 100 Players of 2011,0.9985,https://en.wikipedia.org/wiki/NFL%20Top%20100%20Players%20of%202011
Cidade Nova (Manaus),0.9984,https://en.wikipedia.org/wiki/Cidade%20Nova%20%28Manaus%29
The Great Jazz Trio at the Village Vanguard Again,0.9984,https://en.wikipedia.org/wiki/The%20Great%20Jazz%20Trio%20at%20the%20Village%20Vanguard%20Again
1911–12 Woolwich Arsenal F.C. season,0.9984,https://en.wikipedia.org/wiki/1911%E2%80%9312%20Woolwich%20Arsenal%20F.C.%20season
Damir Atiković,0.9984,https://en.wikipedia.org/wiki/Damir%20Atikovi%C4%87
Flóra Bolonyai,0.9984,https://en.wikipedia.org/wiki/Fl%C3%B3ra%20Bolonyai
Anastasiya Markovich,0.9984,https://en.wikipedia.org/wiki/Anastasiya%20Markovich
Ogar Siamupangila,0.9984,https://en.wikipedia.org/wiki/Ogar%20Siamupangila
Radhae Unakku Kobam Aagathadi,0.9984,https://en.wikipedia.org/wiki/Radhae%20Unakku%20Kobam%20Aagathadi
Bobby King,0.9984,https://en.wikipedia.org/wiki/Bobby%20King
Tianjin Modern City Office Tower,0.9984,https://en.wikipedia.org/wiki/Tianjin%20Modern%20City%20Office%20Tower
Lino Muñoz,0.9984,https://en.wikipedia.org/wiki/Lino%20Mu%C3%B1oz
2012 Australian Open – Men's doubles,0.9984,https://en.wikipedia.org/wiki/2012%20Australian%20Open%20%E2%80%93%20Men%27s%20doubles
Plato's Phaedrus: A Defense of a Philosophic Art of Writing,0.9984,https://en.wikipedia.org/wiki/Plato%27s%20Phaedrus%3A%20A%20Defense%20of%20a%20Philosophic%20Art%20of%20Writing
Isle of Wight AONB,0.9984,https://en.wikipedia.org/wiki/Isle%20of%20Wight%20AONB
John Nelson (visual effects artist),0.9984,https://en.wikipedia.org/wiki/John%20Nelson%20%28visual%20effects%20artist%29
Julianne Vanden Wyngaard,0.9983,https://en.wikipedia.org/wiki/Julianne%20Vanden%20Wyngaard
Anthony Stocking,0.9983,https://en.wikipedia.org/wiki/Anthony%20Stocking
Naoki Abe,0.9983,https://en.wikipedia.org/wiki/Naoki%20Abe
Juan Carlos Castagnino Municipal Museum of Art,0.9983,https://en.wikipedia.org/wiki/Juan%20Carlos%20Castagnino%20Municipal%20Museum%20of%20Art
1997 Mongolian presidential election,0.9983,https://en.wikipedia.org/wiki/1997%20Mongolian%20presidential%20election
Pierre Jean François Turpin,0.9983,https://en.wikipedia.org/wiki/Pierre%20Jean%20Fran%C3%A7ois%20Turpin
Frank Wennmann,0.9983,https://en.wikipedia.org/wiki/Frank%20Wennmann
List of current leaders of the Chinese Olympic Committee,0.9983,https://en.wikipedia.org/wiki/List%20of%20current%20leaders%20of%20the%20Chinese%20Olympic%20Committee
György Nagy (curler),0.9983,https://en.wikipedia.org/wiki/Gy%C3%B6rgy%20Nagy%20%28curler%29
Philippe Diallo,0.9983,https://en.wikipedia.org/wiki/Philippe%20Diallo
Hideo Takubo,0.9983,https://en.wikipedia.org/wiki/Hideo%20Takubo
Statue of Alexander von Humboldt (Bläser),0.9983,https://en.wikipedia.org/wiki/Statue%20of%20Alexander%20von%20Humboldt%20%28Bl%C3%A4ser%29
Night of My Life,0.9983,https://en.wikipedia.org/wiki/Night%20of%20My%20Life
1972–73 UEFA Cup,0.9983,https://en.wikipedia.org/wiki/1972%E2%80%9373%20UEFA%20Cup
Vishvamanava,0.9982,https://en.wikipedia.org/wiki/Vishvamanava
Wang Xiaozhu,0.9982,https://en.wikipedia.org/wiki/Wang%20Xiaozhu
39th Vanier Cup,0.9982,https://en.wikipedia.org/wiki/39th%20Vanier%20Cup
Nikita Kokorin,0.9982,https://en.wikipedia.org/wiki/Nikita%20Kokorin
Hanns Brandstätter,0.9982,https://en.wikipedia.org/wiki/Hanns%20Brandst%C3%A4tter
Constantin Lupulescu,0.9982,https://en.wikipedia.org/wiki/Constantin%20Lupulescu
Venüzo Dawhuo,0.9982,https://en.wikipedia.org/wiki/Ven%C3%BCzo%20Dawhuo
Claudia Rivero,0.9982,https://en.wikipedia.org/wiki/Claudia%20Rivero
Oxya yezoensis,0.9982,https://en.wikipedia.org/wiki/Oxya%20yezoensis
Igor Kanygin,0.9982,https://en.wikipedia.org/wiki/Igor%20Kanygin
Half Free,0.9982,https://en.wikipedia.org/wiki/Half%20Free
Tirutturaiyur Sishtagurunatheswarar Temple,0.9981,https://en.wikipedia.org/wiki/Tirutturaiyur%20Sishtagurunatheswarar%20Temple
Belgrade Armorial II,0.9981,https://en.wikipedia.org/wiki/Belgrade%20Armorial%20II
Open Villa de Madrid,0.9981,https://en.wikipedia.org/wiki/Open%20Villa%20de%20Madrid
Luiz Mattar,0.9981,https://en.wikipedia.org/wiki/Luiz%20Mattar
Mariem Velazco,0.9981,https://en.wikipedia.org/wiki/Mariem%20Velazco
Lewis Hornblower,0.9981,https://en.wikipedia.org/wiki/Lewis%20Hornblower
Polyvalent Hall (Călărași),0.9981,https://en.wikipedia.org/wiki/Polyvalent%20Hall%20%28C%C4%83l%C4%83ra%C8%99i%29
Adrianna Foster,0.998,https://en.wikipedia.org/wiki/Adrianna%20Foster
"Billy Neil (footballer, born 1944)",0.998,https://en.wikipedia.org/wiki/Billy%20Neil%20%28footballer%2C%20born%201944%29
1987 San Miguel Beermen season,0.998,https://en.wikipedia.org/wiki/1987%20San%20Miguel%20Beermen%20season
Varodaya Cinkaiariyan,0.998,https://en.wikipedia.org/wiki/Varodaya%20Cinkaiariyan
Capoeta turani,0.998,https://en.wikipedia.org/wiki/Capoeta%20turani
"Federal Courthouse and Post Office (Mankato, Minnesota)",0.998,https://en.wikipedia.org/wiki/Federal%20Courthouse%20and%20Post%20Office%20%28Mankato%2C%20Minnesota%29
Nelle Richmond Eberhart,0.998,https://en.wikipedia.org/wiki/Nelle%20Richmond%20Eberhart
Challenger Biel/Bienne,0.998,https://en.wikipedia.org/wiki/Challenger%20Biel/Bienne
"Moween, Pennsylvania",0.9979,https://en.wikipedia.org/wiki/Moween%2C%20Pennsylvania
"Minerva Theatre, Chichester",0.9979,https://en.wikipedia.org/wiki/Minerva%20Theatre%2C%20Chichester
Chong Lim,0.9979,https://en.wikipedia.org/wiki/Chong%20Lim
Eshetu Tura,0.9979,https://en.wikipedia.org/wiki/Eshetu%20Tura
Smokie discography,0.9979,https://en.wikipedia.org/wiki/Smokie%20discography
Aritra Dutta,0.9979,https://en.wikipedia.org/wiki/Aritra%20Dutta
A Walkin' Thing,0.9979,https://en.wikipedia.org/wiki/A%20Walkin%27%20Thing
Cousin Argia,0.9979,https://en.wikipedia.org/wiki/Cousin%20Argia
Plonger,0.9979,https://en.wikipedia.org/wiki/Plonger
Saitama Prefectural Museum of History and Folklore,0.9979,https://en.wikipedia.org/wiki/Saitama%20Prefectural%20Museum%20of%20History%20and%20Folklore
Klas Åhlund,0.9979,https://en.wikipedia.org/wiki/Klas%20%C3%85hlund
Keep Quiet (album),0.9979,https://en.wikipedia.org/wiki/Keep%20Quiet%20%28album%29
Géraldine Pailhas,0.9979,https://en.wikipedia.org/wiki/G%C3%A9raldine%20Pailhas
Popstrangers,0.9979,https://en.wikipedia.org/wiki/Popstrangers
Heinz Cibulka,0.9979,https://en.wikipedia.org/wiki/Heinz%20Cibulka
Soca Twins,0.9979,https://en.wikipedia.org/wiki/Soca%20Twins
Irene Whittome,0.9979,https://en.wikipedia.org/wiki/Irene%20Whittome
7th Vietnam Film Festival,0.9979,https://en.wikipedia.org/wiki/7th%20Vietnam%20Film%20Festival
Frank Samuel Eastman,0.9978,https://en.wikipedia.org/wiki/Frank%20Samuel%20Eastman
Jean Baptiste van Eycken,0.9978,https://en.wikipedia.org/wiki/Jean%20Baptiste%20van%20Eycken
Bethune–Cookman Wildcats baseball,0.9978,https://en.wikipedia.org/wiki/Bethune%E2%80%93Cookman%20Wildcats%20baseball
List of Top Country LP's number ones of 1975,0.9978,https://en.wikipedia.org/wiki/List%20of%20Top%20Country%20LP%27s%20number%20ones%20of%201975
Maxim Grigoriev (author),0.9978,https://en.wikipedia.org/wiki/Maxim%20Grigoriev%20%28author%29
Roger Heath-Brown,0.9978,https://en.wikipedia.org/wiki/Roger%20Heath-Brown
Barry Colliver,0.9978,https://en.wikipedia.org/wiki/Barry%20Colliver
1976 Swedish Open,0.9978,https://en.wikipedia.org/wiki/1976%20Swedish%20Open
Constellation Prize (song),0.9978,https://en.wikipedia.org/wiki/Constellation%20Prize%20%28song%29
Sycamore-13th Street Grouping,0.9978,https://en.wikipedia.org/wiki/Sycamore-13th%20Street%20Grouping
Mikhail Shekhtman,0.9978,https://en.wikipedia.org/wiki/Mikhail%20Shekhtman
Émilie Andéol,0.9978,https://en.wikipedia.org/wiki/%C3%89milie%20And%C3%A9ol
Jacek Żuławski,0.9978,https://en.wikipedia.org/wiki/Jacek%20%C5%BBu%C5%82awski
Sowmiya Narayanasamy,0.9978,https://en.wikipedia.org/wiki/Sowmiya%20Narayanasamy
Marwan El-Amrawy,0.9978,https://en.wikipedia.org/wiki/Marwan%20El-Amrawy
Daniel Huber (ski jumper),0.9977,https://en.wikipedia.org/wiki/Daniel%20Huber%20%28ski%20jumper%29
Karen Clemmensen,0.9977,https://en.wikipedia.org/wiki/Karen%20Clemmensen
Denver Botanic Gardens,0.9977,https://en.wikipedia.org/wiki/Denver%20Botanic%20Gardens
Yxtaholm Castle,0.9977,https://en.wikipedia.org/wiki/Yxtaholm%20Castle
S. George,0.9977,https://en.wikipedia.org/wiki/S.%20George
Her-Age,0.9977,https://en.wikipedia.org/wiki/Her-Age
Ólafur Stígsson,0.9977,https://en.wikipedia.org/wiki/%C3%93lafur%20St%C3%ADgsson
Danube Waltz (film),0.9977,https://en.wikipedia.org/wiki/Danube%20Waltz%20%28film%29
Early California artists,0.9977,https://en.wikipedia.org/wiki/Early%20California%20artists
Lautrec (film),0.9977,https://en.wikipedia.org/wiki/Lautrec%20%28film%29
Sand Lakes Provincial Park,0.9977,https://en.wikipedia.org/wiki/Sand%20Lakes%20Provincial%20Park
Yu Hua (rower),0.9976,https://en.wikipedia.org/wiki/Yu%20Hua%20%28rower%29
Coming Home (Cohen novel),0.9976,https://en.wikipedia.org/wiki/Coming%20Home%20%28Cohen%20novel%29
National Book Critics Circle Award for Poetry,0.9976,https://en.wikipedia.org/wiki/National%20Book%20Critics%20Circle%20Award%20for%20Poetry
Sam Magee,0.9976,https://en.wikipedia.org/wiki/Sam%20Magee
Galia Lahav,0.9976,https://en.wikipedia.org/wiki/Galia%20Lahav
Artur Waś,0.9976,https://en.wikipedia.org/wiki/Artur%20Wa%C5%9B
Izaak Aaronowicz,0.9976,https://en.wikipedia.org/wiki/Izaak%20Aaronowicz
Another Body,0.9976,https://en.wikipedia.org/wiki/Another%20Body
Muhammad Sejahtera Dwi Putra,0.9976,https://en.wikipedia.org/wiki/Muhammad%20Sejahtera%20Dwi%20Putra
The Boy with the X-Ray Eyes (film),0.9976,https://en.wikipedia.org/wiki/The%20Boy%20with%20the%20X-Ray%20Eyes%20%28film%29
Oleksandr Saputin,0.9976,https://en.wikipedia.org/wiki/Oleksandr%20Saputin
Grazia Nidasio,0.9976,https://en.wikipedia.org/wiki/Grazia%20Nidasio
David Carson (footballer),0.9976,https://en.wikipedia.org/wiki/David%20Carson%20%28footballer%29
Prem Bahadur Maharjan,0.9975,https://en.wikipedia.org/wiki/Prem%20Bahadur%20Maharjan
1922 Dayton Triangles season,0.9975,https://en.wikipedia.org/wiki/1922%20Dayton%20Triangles%20season
Eddie Murphy: Comedian,0.9975,https://en.wikipedia.org/wiki/Eddie%20Murphy%3A%20Comedian
Ngo Pa,0.9974,https://en.wikipedia.org/wiki/Ngo%20Pa
Sydney Printmakers,0.9974,https://en.wikipedia.org/wiki/Sydney%20Printmakers
Frederiksstaden,0.9974,https://en.wikipedia.org/wiki/Frederiksstaden
Kazuki Fukuchi,0.9974,https://en.wikipedia.org/wiki/Kazuki%20Fukuchi
Brazilian Sketches,0.9974,https://en.wikipedia.org/wiki/Brazilian%20Sketches
Tony Abeyta,0.9974,https://en.wikipedia.org/wiki/Tony%20Abeyta
Philosophical Investigations (disambiguation),0.9974,https://en.wikipedia.org/wiki/Philosophical%20Investigations%20%28disambiguation%29
Vuk Čelić,0.9974,https://en.wikipedia.org/wiki/Vuk%20%C4%8Celi%C4%87
Jimmy Thordsen,0.9974,https://en.wikipedia.org/wiki/Jimmy%20Thordsen
Romance in the Night,0.9974,https://en.wikipedia.org/wiki/Romance%20in%20the%20Night
Joseph Bernard,0.9974,https://en.wikipedia.org/wiki/Joseph%20Bernard
Luba Golovina,0.9973,https://en.wikipedia.org/wiki/Luba%20Golovina
Liyuan opera,0.9973,https://en.wikipedia.org/wiki/Liyuan%20opera
December (Gabrielle Aplin and Hannah Grace EP),0.9973,https://en.wikipedia.org/wiki/December%20%28Gabrielle%20Aplin%20and%20Hannah%20Grace%20EP%29
Sérgio Toledo Machado,0.9973,https://en.wikipedia.org/wiki/S%C3%A9rgio%20Toledo%20Machado
International Poetry Festival of Rosario,0.9973,https://en.wikipedia.org/wiki/International%20Poetry%20Festival%20of%20Rosario
Stephen Roche (hurler),0.9973,https://en.wikipedia.org/wiki/Stephen%20Roche%20%28hurler%29
Pittsburgh Plate Glass Enamel Plant,0.9973,https://en.wikipedia.org/wiki/Pittsburgh%20Plate%20Glass%20Enamel%20Plant
Sam Vanni,0.9973,https://en.wikipedia.org/wiki/Sam%20Vanni
Marius Klumperbeek,0.9973,https://en.wikipedia.org/wiki/Marius%20Klumperbeek
Yes Boss,0.9973,https://en.wikipedia.org/wiki/Yes%20Boss
Paola Pezzo,0.9973,https://en.wikipedia.org/wiki/Paola%20Pezzo
Shahjahan Khan,0.9973,https://en.wikipedia.org/wiki/Shahjahan%20Khan
Daringer (producer),0.9973,https://en.wikipedia.org/wiki/Daringer%20%28producer%29
American Society for Theatre Research,0.9973,https://en.wikipedia.org/wiki/American%20Society%20for%20Theatre%20Research
Arudasht Lar Castle,0.9973,https://en.wikipedia.org/wiki/Arudasht%20Lar%20Castle
List of protected heritage sites in Arlon,0.9972,https://en.wikipedia.org/wiki/List%20of%20protected%20heritage%20sites%20in%20Arlon
Lepidaploa,0.9972,https://en.wikipedia.org/wiki/Lepidaploa
Arne Jacobsen (archer),0.9972,https://en.wikipedia.org/wiki/Arne%20Jacobsen%20%28archer%29
19th Annual Grammy Awards,0.9972,https://en.wikipedia.org/wiki/19th%20Annual%20Grammy%20Awards
Charles Letts,0.9972,https://en.wikipedia.org/wiki/Charles%20Letts
Yuki Fukushima,0.9972,https://en.wikipedia.org/wiki/Yuki%20Fukushima
Angelina Mikhaylova,0.9972,https://en.wikipedia.org/wiki/Angelina%20Mikhaylova
2013–14 Oman Professional League Cup,0.9972,https://en.wikipedia.org/wiki/2013%E2%80%9314%20Oman%20Professional%20League%20Cup
Gilles (novel),0.9971,https://en.wikipedia.org/wiki/Gilles%20%28novel%29
Dinefwr Estate,0.9971,https://en.wikipedia.org/wiki/Dinefwr%20Estate
Alexandre Veuthey,0.9971,https://en.wikipedia.org/wiki/Alexandre%20Veuthey
The Headies Award for Hip Hop World Revelation of the Year,0.9971,https://en.wikipedia.org/wiki/The%20Headies%20Award%20for%20Hip%20Hop%20World%20Revelation%20of%20the%20Year
Mastermind (Tina Cousins album),0.9971,https://en.wikipedia.org/wiki/Mastermind%20%28Tina%20Cousins%20album%29
Glass Blowers of Murano,0.9971,https://en.wikipedia.org/wiki/Glass%20Blowers%20of%20Murano
Diva (The Kid Laroi song),0.9971,https://en.wikipedia.org/wiki/Diva%20%28The%20Kid%20Laroi%20song%29
National Tutoring Association,0.9971,https://en.wikipedia.org/wiki/National%20Tutoring%20Association
Paul Elvinger,0.9971,https://en.wikipedia.org/wiki/Paul%20Elvinger
Notre Dame SC,0.9971,https://en.wikipedia.org/wiki/Notre%20Dame%20SC
Marija Vrajić,0.9971,https://en.wikipedia.org/wiki/Marija%20Vraji%C4%87
Pauline's: Memoirs of The Madam on Clay Street,0.997,https://en.wikipedia.org/wiki/Pauline%27s%3A%20Memoirs%20of%20The%20Madam%20on%20Clay%20Street
Grace Lee Nute,0.997,https://en.wikipedia.org/wiki/Grace%20Lee%20Nute
2011 Country Music Association Awards,0.997,https://en.wikipedia.org/wiki/2011%20Country%20Music%20Association%20Awards
1980–81 Czechoslovak First League,0.997,https://en.wikipedia.org/wiki/1980%E2%80%9381%20Czechoslovak%20First%20League
Pinsent Masons,0.997,https://en.wikipedia.org/wiki/Pinsent%20Masons
Melbourne Commonwealth Games,0.997,https://en.wikipedia.org/wiki/Melbourne%20Commonwealth%20Games
"Liberty Hill Historic District (San Francisco, California)",0.997,https://en.wikipedia.org/wiki/Liberty%20Hill%20Historic%20District%20%28San%20Francisco%2C%20California%29
Gabrielle Bernstein,0.9969,https://en.wikipedia.org/wiki/Gabrielle%20Bernstein
Georgia Zouganeli,0.9969,https://en.wikipedia.org/wiki/Georgia%20Zouganeli
Bickingcott,0.9969,https://en.wikipedia.org/wiki/Bickingcott
Bernard F. Schutz,0.9969,https://en.wikipedia.org/wiki/Bernard%20F.%20Schutz
Fen Alder Carr,0.9969,https://en.wikipedia.org/wiki/Fen%20Alder%20Carr
Deng Xuemei,0.9969,https://en.wikipedia.org/wiki/Deng%20Xuemei
"Juan Carlos Sánchez (footballer, born 1985)",0.9969,https://en.wikipedia.org/wiki/Juan%20Carlos%20S%C3%A1nchez%20%28footballer%2C%20born%201985%29
Ahmed Ennachi,0.9969,https://en.wikipedia.org/wiki/Ahmed%20Ennachi
Kfar Qassem BS Club (beach soccer),0.9969,https://en.wikipedia.org/wiki/Kfar%20Qassem%20BS%20Club%20%28beach%20soccer%29
Invercargill Golf Club,0.9969,https://en.wikipedia.org/wiki/Invercargill%20Golf%20Club
Nordic International Film Festival,0.9969,https://en.wikipedia.org/wiki/Nordic%20International%20Film%20Festival
S-68,0.9969,https://en.wikipedia.org/wiki/S-68
What's Right Is Right,0.9969,https://en.wikipedia.org/wiki/What%27s%20Right%20Is%20Right
Jillian Broadbent,0.9968,https://en.wikipedia.org/wiki/Jillian%20Broadbent
Georgios Karpouzis,0.9968,https://en.wikipedia.org/wiki/Georgios%20Karpouzis
Chhom Pisa,0.9968,https://en.wikipedia.org/wiki/Chhom%20Pisa
